ds,y,temp,feelslike,humidity,windspeed,cloudcover,solaradiation,precip,preciptype,date,is_holiday
2019-01-01 00:00:00,28487,6.8,3.0,36.92,22.8,0.0,1.0,0.0,none,2019-01-01,1
2019-01-01 01:00:00,30507,6.2,2.4,36.7,21.6,0.0,2.0,0.0,none,2019-01-01,1
2019-01-01 02:00:00,33785,4.6,0.4,47.82,21.4,0.0,2.0,0.0,none,2019-01-01,1
2019-01-01 03:00:00,33796,3.7,-0.8,55.72,22.1,0.0,2.0,0.0,none,2019-01-01,1
2019-01-01 04:00:00,32764,3.3,-1.6,56.97,24.1,0.0,2.0,0.0,none,2019-01-01,1
2019-01-01 05:00:00,31673,3.2,-1.4,52.64,21.9,0.0,1.0,0.0,none,2019-01-01,1
2019-01-01 06:00:00,30496,3.8,-0.9,50.34,24.3,0.0,2.0,0.0,none,2019-01-01,1
2019-01-01 07:00:00,29112,3.8,-0.5,48.43,20.9,2.5,17.0,0.0,none,2019-01-01,1
2019-01-01 08:00:00,27841,3.8,0.0,49.94,17.5,5.0,11.0,0.0,none,2019-01-01,1
2019-01-01 09:00:00,26876,5.6,1.5,44.69,22.7,2.5,91.0,0.0,none,2019-01-01,1
2019-01-01 10:00:00,25989,7.2,3.7,41.88,21.2,5.0,245.0,0.0,none,2019-01-01,1
2019-01-01 11:00:00,25295,9.4,6.3,36.1,23.4,5.0,348.0,0.0,none,2019-01-01,1
2019-01-01 12:00:00,24884,11.1,11.1,30.58,30.1,2.5,416.0,0.0,none,2019-01-01,1
2019-01-01 13:00:00,24922,12.2,12.2,26.61,24.3,2.5,423.0,0.0,none,2019-01-01,1
2019-01-01 14:00:00,25493,12.2,12.2,33.92,19.5,5.0,393.0,0.0,none,2019-01-01,1
2019-01-01 15:00:00,26395,12.8,12.8,30.16,17.1,5.0,246.0,0.0,none,2019-01-01,1
2019-01-01 16:00:00,26311,12.1,12.1,30.3,10.1,5.0,35.0,0.0,none,2019-01-01,1
2019-01-01 17:00:00,25583,9.9,8.9,41.13,8.1,5.0,11.0,0.0,none,2019-01-01,1
2019-01-01 18:00:00,24916,6.4,6.4,52.2,0.0,2.5,0.0,0.0,none,2019-01-01,1
2019-01-01 19:00:00,24324,4.9,3.0,59.94,8.4,2.5,1.0,0.0,none,2019-01-01,1
2019-01-01 20:00:00,23706,5.0,2.9,59.69,9.0,2.5,1.0,0.0,none,2019-01-01,1
2019-01-01 21:00:00,23206,5.0,2.8,57.66,9.5,5.0,1.0,0.0,none,2019-01-01,1
2019-01-01 22:00:00,23220,4.5,2.4,59.25,8.5,5.0,1.0,0.0,none,2019-01-01,1
2019-01-01 23:00:00,23851,3.4,1.2,71.59,8.1,0.0,1.0,0.0,none,2019-01-01,1
2019-01-02 00:00:00,25292,3.2,3.2,78.6,1.3,0.0,1.0,0.0,none,2019-01-02,0
2019-01-02 01:00:00,28107,2.9,1.3,84.72,6.1,0.0,1.0,0.0,none,2019-01-02,0
2019-01-02 02:00:00,32138,2.2,0.8,88.57,5.4,0.0,2.0,0.0,none,2019-01-02,0
2019-01-02 03:00:00,33031,1.0,1.0,92.0,0.0,0.0,2.0,0.0,none,2019-01-02,0
2019-01-02 04:00:00,32832,0.5,0.5,91.19,0.7,0.0,0.0,0.0,none,2019-01-02,0
2019-01-02 05:00:00,32372,-0.7,-2.2,96.06,4.9,2.5,2.0,0.0,none,2019-01-02,0
2019-01-02 06:00:00,31231,-0.7,-0.7,96.06,0.5,2.5,2.0,0.0,none,2019-01-02,0
2019-01-02 07:00:00,29346,-0.7,-0.7,92.94,0.0,2.5,14.0,0.0,none,2019-01-02,0
2019-01-02 08:00:00,27419,-1.2,-1.2,99.64,0.9,0.0,8.0,0.0,none,2019-01-02,0
2019-01-02 09:00:00,26159,3.2,3.2,85.86,0.0,0.0,89.0,0.0,none,2019-01-02,0
2019-01-02 10:00:00,25258,6.1,6.1,72.91,0.0,0.0,215.0,0.0,none,2019-01-02,0
2019-01-02 11:00:00,24853,7.8,6.7,67.29,6.8,0.0,326.0,0.0,none,2019-01-02,0
2019-01-02 12:00:00,24970,9.3,8.8,61.7,5.4,0.0,391.0,0.0,none,2019-01-02,0
2019-01-02 13:00:00,25901,10.5,10.5,56.43,6.8,0.0,399.0,0.0,none,2019-01-02,0
2019-01-02 14:00:00,27923,11.1,11.1,56.57,0.9,2.5,360.0,0.0,none,2019-01-02,0
2019-01-02 15:00:00,30547,11.1,11.1,53.93,5.8,2.5,221.0,0.0,none,2019-01-02,0
2019-01-02 16:00:00,31785,11.1,11.1,52.58,5.6,0.0,41.0,0.0,none,2019-01-02,0
2019-01-02 17:00:00,31326,9.9,9.6,56.41,5.4,0.0,14.0,0.0,none,2019-01-02,0
2019-01-02 18:00:00,30199,6.7,6.7,70.43,0.0,0.0,0.0,0.0,none,2019-01-02,0
2019-01-02 19:00:00,29217,5.6,5.6,75.85,0.0,0.0,2.0,0.0,none,2019-01-02,0
2019-01-02 20:00:00,28293,4.3,4.3,82.63,0.5,0.0,2.0,0.0,none,2019-01-02,0
2019-01-02 21:00:00,27718,2.9,2.9,85.82,0.0,0.0,1.0,0.0,none,2019-01-02,0
2019-01-02 22:00:00,27587,3.3,3.3,89.03,0.0,0.0,1.0,0.0,none,2019-01-02,0
2019-01-02 23:00:00,28163,2.3,2.3,91.96,0.7,0.0,1.0,0.0,none,2019-01-02,0
2019-01-03 00:00:00,29224,1.1,1.1,87.79,0.0,0.0,1.0,0.0,none,2019-01-03,0
2019-01-03 01:00:00,31414,2.1,2.1,90.1,0.0,2.5,1.0,0.0,none,2019-01-03,0
2019-01-03 02:00:00,34464,1.0,1.0,96.39,0.0,2.5,1.0,0.0,none,2019-01-03,0
2019-01-03 03:00:00,35075,-0.1,-0.1,95.54,1.1,2.5,2.0,0.0,none,2019-01-03,0
2019-01-03 04:00:00,35139,0.6,0.6,95.79,0.0,2.5,1.0,0.0,none,2019-01-03,0
2019-01-03 05:00:00,34707,-0.1,-2.0,92.45,5.8,2.5,1.0,0.0,none,2019-01-03,0
2019-01-03 06:00:00,33226,1.5,1.5,96.04,1.1,5.0,2.0,0.0,none,2019-01-03,0
2019-01-03 07:00:00,31001,0.0,0.0,99.21,1.1,2.5,14.0,0.0,none,2019-01-03,0
2019-01-03 08:00:00,28892,1.0,-1.9,96.05,9.5,8.7,10.0,0.0,none,2019-01-03,0
2019-01-03 09:00:00,27633,3.6,3.6,86.54,0.9,8.7,99.0,0.0,none,2019-01-03,0
2019-01-03 10:00:00,26584,6.0,5.1,80.38,5.4,8.7,212.0,0.0,none,2019-01-03,0
2019-01-03 11:00:00,26100,8.2,6.9,68.82,8.4,8.7,303.0,0.0,none,2019-01-03,0
2019-01-03 12:00:00,26093,9.3,7.9,64.29,9.4,8.7,336.0,0.0,none,2019-01-03,0
2019-01-03 13:00:00,26878,11.1,11.1,56.8,12.8,8.7,409.0,0.0,none,2019-01-03,0
2019-01-03 14:00:00,28562,11.6,11.6,56.92,11.3,0.0,259.0,0.0,none,2019-01-03,0
2019-01-03 15:00:00,31152,11.1,11.1,58.64,9.7,9.9,150.0,0.0,none,2019-01-03,0
2019-01-03 16:00:00,32485,11.1,11.1,57.2,11.0,9.9,83.0,0.0,none,2019-01-03,0
2019-01-03 17:00:00,32045,9.4,9.1,61.5,4.9,8.7,24.0,0.0,none,2019-01-03,0
2019-01-03 18:00:00,31061,6.8,6.8,73.28,0.0,8.7,0.0,0.0,none,2019-01-03,0
2019-01-03 19:00:00,29969,5.6,5.6,78.66,0.7,8.7,2.0,0.0,none,2019-01-03,0
2019-01-03 20:00:00,29044,4.1,4.1,84.53,0.0,5.0,2.0,0.0,none,2019-01-03,0
2019-01-03 21:00:00,28541,4.8,4.8,82.53,0.7,5.0,2.0,0.0,none,2019-01-03,0
2019-01-03 22:00:00,28645,3.3,3.3,91.94,0.5,2.5,1.0,0.0,none,2019-01-03,0
2019-01-03 23:00:00,29004,2.3,2.3,92.68,0.7,2.5,1.0,0.0,none,2019-01-03,0
2019-01-04 00:00:00,29438,3.0,3.0,91.26,0.5,0.0,1.0,0.0,none,2019-01-04,0
2019-01-04 01:00:00,31257,2.2,0.9,95.61,4.9,2.5,1.0,0.0,none,2019-01-04,0
2019-01-04 02:00:00,34366,1.1,1.1,95.91,0.0,2.5,2.0,0.0,none,2019-01-04,0
2019-01-04 03:00:00,34882,1.0,1.0,96.39,0.0,0.0,2.0,0.0,none,2019-01-04,0
2019-01-04 04:00:00,34629,0.1,0.1,99.5,0.0,2.5,2.0,0.0,none,2019-01-04,0
2019-01-04 05:00:00,34009,0.6,0.6,95.04,0.0,2.5,1.0,0.0,none,2019-01-04,0
2019-01-04 06:00:00,32628,0.5,0.5,95.79,0.5,2.5,2.0,0.0,none,2019-01-04,0
2019-01-04 07:00:00,30528,0.5,0.5,95.45,0.5,2.5,15.0,0.0,none,2019-01-04,0
2019-01-04 08:00:00,28434,1.0,1.0,96.39,0.9,2.5,8.0,0.0,none,2019-01-04,0
2019-01-04 09:00:00,27124,3.1,3.1,96.86,0.5,2.5,87.0,0.0,none,2019-01-04,0
2019-01-04 10:00:00,26270,6.3,6.3,80.97,0.7,8.7,197.0,0.0,none,2019-01-04,0
2019-01-04 11:00:00,25790,8.0,8.0,72.95,0.5,8.7,233.0,0.0,none,2019-01-04,0
2019-01-04 12:00:00,25788,9.2,9.2,71.68,0.0,8.7,218.0,0.0,none,2019-01-04,0
2019-01-04 13:00:00,26534,10.6,10.6,63.1,0.5,5.0,399.0,0.0,none,2019-01-04,0
2019-01-04 14:00:00,28250,12.7,12.7,55.12,0.0,8.7,335.0,0.0,none,2019-01-04,0
2019-01-04 15:00:00,30883,12.7,12.7,53.0,4.9,2.5,218.0,0.0,none,2019-01-04,0
2019-01-04 16:00:00,32067,12.7,12.7,51.16,4.9,2.5,45.0,0.0,none,2019-01-04,0
2019-01-04 17:00:00,31821,10.5,10.5,58.98,5.4,2.5,14.0,0.0,none,2019-01-04,0
2019-01-04 18:00:00,31104,8.2,8.2,70.5,0.5,2.5,0.0,0.0,none,2019-01-04,0
2019-01-04 19:00:00,29976,5.7,5.7,78.01,0.0,2.5,1.0,0.0,none,2019-01-04,0
2019-01-04 20:00:00,29101,4.5,4.5,81.6,0.5,0.0,1.0,0.0,none,2019-01-04,0
2019-01-04 21:00:00,28304,4.0,4.0,88.08,0.0,0.0,1.0,0.0,none,2019-01-04,0
2019-01-04 22:00:00,28259,3.3,3.3,88.96,0.5,0.0,1.0,0.0,none,2019-01-04,0
2019-01-04 23:00:00,28602,2.3,2.3,92.35,0.0,2.5,1.0,0.0,none,2019-01-04,0
2019-01-05 00:00:00,29002,2.2,2.2,96.09,0.0,2.5,1.0,0.0,none,2019-01-05,0
2019-01-05 01:00:00,31107,2.2,2.2,92.67,0.0,2.5,1.0,0.0,none,2019-01-05,0
2019-01-05 02:00:00,34015,2.2,2.2,93.07,0.0,2.5,1.0,0.0,none,2019-01-05,0
2019-01-05 03:00:00,34316,2.3,2.3,92.68,0.0,2.5,1.0,0.0,none,2019-01-05,0
2019-01-05 04:00:00,33832,2.9,1.4,92.56,5.6,5.0,1.0,0.0,none,2019-01-05,0
2019-01-05 05:00:00,33246,2.9,2.9,92.56,0.5,5.0,1.0,0.0,none,2019-01-05,0
2019-01-05 06:00:00,31911,2.3,1.1,92.68,4.9,8.7,1.0,0.0,none,2019-01-05,0
2019-01-05 07:00:00,30159,2.9,2.9,92.23,0.0,9.9,4.0,0.0,none,2019-01-05,0
2019-01-05 08:00:00,28217,3.8,1.0,86.25,11.2,2.5,2.0,0.0,none,2019-01-05,0
2019-01-05 09:00:00,26817,7.1,4.4,74.61,14.2,64.6,8.0,0.0,none,2019-01-05,0
2019-01-05 10:00:00,25676,7.2,4.6,82.3,13.7,100.0,9.0,2.201,rain,2019-01-05,0
2019-01-05 11:00:00,25495,8.8,5.2,76.99,27.4,59.8,23.0,0.369,rain,2019-01-05,0
2019-01-05 12:00:00,25174,10.6,10.6,68.32,23.5,93.6,52.0,0.0,none,2019-01-05,0
2019-01-05 13:00:00,25331,11.1,11.1,69.64,34.2,100.0,36.0,0.0,none,2019-01-05,0
2019-01-05 14:00:00,26114,11.1,11.1,69.11,34.9,100.0,52.0,0.0,none,2019-01-05,0
2019-01-05 15:00:00,27378,10.1,10.1,79.15,37.6,93.6,31.0,0.0,none,2019-01-05,0
2019-01-05 16:00:00,28320,9.9,6.3,80.42,32.7,98.8,14.0,0.35,rain,2019-01-05,0
2019-01-05 17:00:00,29579,9.4,5.6,89.99,32.0,52.3,14.0,1.25,rain,2019-01-05,0
2019-01-05 18:00:00,30582,9.4,6.0,93.16,26.3,54.8,0.0,0.48,rain,2019-01-05,0
2019-01-05 19:00:00,30712,10.0,7.1,89.57,23.6,52.3,2.0,0.77,rain,2019-01-05,0
2019-01-05 20:00:00,30668,10.0,7.3,89.26,20.6,65.7,2.0,0.0,none,2019-01-05,0
2019-01-05 21:00:00,30585,9.4,6.8,93.16,17.5,92.6,2.0,0.32,rain,2019-01-05,0
2019-01-05 22:00:00,30494,8.8,6.4,93.45,15.7,34.3,2.0,0.0,none,2019-01-05,0
2019-01-05 23:00:00,30710,8.8,7.2,93.45,10.6,73.2,2.0,0.0,none,2019-01-05,0
2019-01-06 00:00:00,30944,8.4,6.3,96.34,12.3,51.2,2.0,0.27,rain,2019-01-06,0
2019-01-06 01:00:00,31801,7.9,5.7,95.43,12.3,8.7,2.0,0.0,none,2019-01-06,0
2019-01-06 02:00:00,33578,7.9,5.5,95.43,13.7,64.6,2.0,0.0,none,2019-01-06,0
2019-01-06 03:00:00,33470,7.3,4.8,96.24,13.1,2.5,2.0,0.0,none,2019-01-06,0
2019-01-06 04:00:00,32992,7.2,4.5,96.24,14.2,29.3,2.0,0.0,none,2019-01-06,0
2019-01-06 05:00:00,32173,6.8,4.8,95.87,10.1,5.0,2.0,0.0,none,2019-01-06,0
2019-01-06 06:00:00,31080,7.2,4.3,96.24,16.6,51.2,0.0,0.0,none,2019-01-06,0
2019-01-06 07:00:00,29362,7.3,4.3,95.91,17.5,47.5,7.0,0.0,none,2019-01-06,0
2019-01-06 08:00:00,27576,7.9,5.0,92.21,17.8,100.0,4.0,0.0,none,2019-01-06,0
2019-01-06 09:00:00,26373,8.4,5.1,89.14,22.5,98.8,22.0,0.03,rain,2019-01-06,0
2019-01-06 10:00:00,25311,8.8,5.2,89.48,29.2,88.6,50.0,0.191,rain,2019-01-06,0
2019-01-06 11:00:00,24564,8.9,5.7,93.13,22.9,98.8,73.0,0.82,rain,2019-01-06,0
2019-01-06 12:00:00,24197,8.8,5.6,93.07,23.2,65.7,54.0,2.45,rain,2019-01-06,0
2019-01-06 13:00:00,24329,9.4,6.0,93.16,25.9,65.7,73.0,2.56,rain,2019-01-06,0
2019-01-06 14:00:00,24533,10.0,6.4,92.34,33.0,58.6,75.0,1.191,rain,2019-01-06,0
2019-01-06 15:00:00,25271,10.0,6.3,89.26,34.9,92.4,30.0,1.661,rain,2019-01-06,0
2019-01-06 16:00:00,25840,10.0,6.0,89.26,39.8,68.2,10.0,2.502,rain,2019-01-06,0
2019-01-06 17:00:00,26185,9.4,5.2,93.16,37.8,95.0,2.0,3.54,rain,2019-01-06,0
2019-01-06 18:00:00,26655,8.8,4.7,95.96,36.0,95.0,2.0,5.79,rain,2019-01-06,0
2019-01-06 19:00:00,26977,8.9,5.4,96.03,26.3,68.2,2.0,2.224,rain,2019-01-06,0
2019-01-06 20:00:00,27075,9.4,5.3,93.16,36.7,68.2,2.0,0.893,rain,2019-01-06,0
2019-01-06 21:00:00,27263,9.4,5.4,93.79,35.3,68.2,2.0,0.605,rain,2019-01-06,0
2019-01-06 22:00:00,27469,9.4,5.2,95.98,39.4,72.0,2.0,1.474,rain,2019-01-06,0
2019-01-06 23:00:00,27529,9.9,6.2,93.02,35.2,86.1,2.0,1.528,rain,2019-01-06,0
2019-01-07 00:00:00,28141,10.0,6.9,95.5,25.6,92.4,2.0,0.419,rain,2019-01-07,0
2019-01-07 01:00:00,29887,10.0,7.5,99.6,19.1,93.6,2.0,0.3,rain,2019-01-07,0
2019-01-07 02:00:00,32841,10.7,10.7,95.67,15.5,93.6,2.0,0.27,rain,2019-01-07,0
2019-01-07 03:00:00,33087,10.6,10.6,95.41,15.1,72.0,2.0,0.0,none,2019-01-07,0
2019-01-07 04:00:00,32333,10.0,8.2,95.82,13.1,89.9,1.0,0.0,none,2019-01-07,0
2019-01-07 05:00:00,31562,10.0,8.6,95.5,10.3,24.3,2.0,0.0,none,2019-01-07,0
2019-01-07 06:00:00,30261,9.4,7.9,99.27,10.1,54.9,2.0,0.0,none,2019-01-07,0
2019-01-07 07:00:00,28454,9.4,8.3,99.34,7.9,100.0,6.0,0.0,none,2019-01-07,0
2019-01-07 08:00:00,26423,9.9,8.7,95.56,9.2,82.5,2.0,0.0,none,2019-01-07,0
2019-01-07 09:00:00,24795,10.0,9.6,95.18,5.4,88.7,45.0,0.0,none,2019-01-07,0
2019-01-07 10:00:00,24268,11.1,11.1,88.09,1.1,93.6,107.0,0.0,none,2019-01-07,0
2019-01-07 11:00:00,24223,11.7,11.7,85.15,7.9,73.2,200.0,0.0,none,2019-01-07,0
2019-01-07 12:00:00,24343,12.2,12.2,79.66,0.7,100.0,198.0,0.0,none,2019-01-07,0
2019-01-07 13:00:00,24758,13.8,13.8,71.29,0.0,50.0,299.0,0.0,none,2019-01-07,0
2019-01-07 14:00:00,26743,14.3,14.3,67.88,0.9,9.9,239.0,0.0,none,2019-01-07,0
2019-01-07 15:00:00,30416,14.3,14.3,72.14,0.5,58.6,137.0,0.0,none,2019-01-07,0
2019-01-07 16:00:00,31979,13.6,13.6,78.94,11.9,92.6,79.0,0.0,none,2019-01-07,0
2019-01-07 17:00:00,31797,12.0,12.0,86.93,15.1,54.8,21.0,0.0,none,2019-01-07,0
2019-01-07 18:00:00,31274,10.5,10.5,91.85,14.9,59.8,2.0,0.0,none,2019-01-07,0
2019-01-07 19:00:00,30462,9.9,8.3,95.56,11.5,59.8,2.0,0.27,rain,2019-01-07,0
2019-01-07 20:00:00,28537,9.9,8.3,95.56,11.3,65.7,2.0,0.0,none,2019-01-07,0
2019-01-07 21:00:00,28398,9.9,8.1,92.71,13.0,95.0,2.0,0.0,none,2019-01-07,0
2019-01-07 22:00:00,28311,9.3,7.5,96.69,11.9,98.8,2.0,0.0,none,2019-01-07,0
2019-01-07 23:00:00,28328,9.3,7.3,93.78,13.1,53.8,2.0,0.0,none,2019-01-07,0
2019-01-08 00:00:00,28699,9.3,7.8,96.68,9.5,95.0,2.0,0.0,none,2019-01-08,0
2019-01-08 01:00:00,29585,8.8,7.7,96.67,7.7,95.0,2.0,0.0,none,2019-01-08,0
2019-01-08 02:00:00,31365,8.8,7.3,96.67,9.4,5.0,2.0,0.0,none,2019-01-08,0
2019-01-08 03:00:00,31570,8.8,6.5,96.67,14.6,53.8,2.0,0.0,none,2019-01-08,0
2019-01-08 04:00:00,31297,8.3,6.5,96.66,11.2,29.3,2.0,0.0,none,2019-01-08,0
2019-01-08 05:00:00,30810,8.3,6.8,96.27,9.4,5.0,1.0,0.0,none,2019-01-08,0
2019-01-08 06:00:00,29695,7.9,6.6,95.75,7.6,5.0,2.0,0.0,none,2019-01-08,0
2019-01-08 07:00:00,28250,7.3,7.3,96.96,0.0,9.9,8.0,0.0,none,2019-01-08,0
2019-01-08 08:00:00,26785,6.8,6.8,100.0,0.5,41.5,3.0,0.0,none,2019-01-08,0
2019-01-08 09:00:00,25933,8.3,8.3,99.66,0.0,98.8,32.0,0.0,none,2019-01-08,0
2019-01-08 10:00:00,25246,8.8,7.4,96.67,9.4,92.6,73.0,0.0,none,2019-01-08,0
2019-01-08 11:00:00,24863,9.4,8.2,96.36,8.1,88.6,68.0,0.0,none,2019-01-08,0
2019-01-08 12:00:00,24599,10.0,8.6,95.5,9.9,86.1,65.0,0.03,rain,2019-01-08,0
2019-01-08 13:00:00,25201,10.6,10.6,95.73,7.6,92.4,71.0,0.03,rain,2019-01-08,0
2019-01-08 14:00:00,27075,11.6,11.6,89.44,0.0,48.7,106.0,0.0,none,2019-01-08,0
2019-01-08 15:00:00,29635,11.7,11.7,93.13,0.0,88.7,72.0,0.0,none,2019-01-08,0
2019-01-08 16:00:00,30503,11.7,11.7,93.13,7.7,8.7,36.0,0.0,none,2019-01-08,0
2019-01-08 17:00:00,30173,11.7,11.7,93.13,0.5,93.6,15.0,0.0,none,2019-01-08,0
2019-01-08 18:00:00,29923,11.6,11.6,96.27,0.5,100.0,2.0,0.05,rain,2019-01-08,0
2019-01-08 19:00:00,30429,11.7,11.7,95.96,0.5,100.0,1.0,0.0,none,2019-01-08,0
2019-01-08 20:00:00,30076,11.1,11.1,96.6,0.7,89.9,1.0,0.0,none,2019-01-08,0
2019-01-08 21:00:00,29896,11.7,11.7,96.37,0.0,88.8,2.0,0.0,none,2019-01-08,0
2019-01-08 22:00:00,29738,12.8,12.8,92.8,9.9,100.0,2.0,0.48,rain,2019-01-08,0
2019-01-08 23:00:00,29807,13.2,13.2,81.03,14.4,88.7,1.0,0.0,none,2019-01-08,0
2019-01-09 00:00:00,30480,14.3,14.3,75.29,18.9,92.6,1.0,0.0,none,2019-01-09,0
2019-01-09 01:00:00,31561,14.4,14.4,71.91,17.7,100.0,1.0,0.0,none,2019-01-09,0
2019-01-09 02:00:00,33821,15.6,15.6,66.14,21.8,100.0,2.0,0.0,none,2019-01-09,0
2019-01-09 03:00:00,34032,14.7,14.7,70.83,21.1,100.0,2.0,0.03,rain,2019-01-09,0
2019-01-09 04:00:00,33409,12.8,12.8,89.12,14.2,88.6,2.0,0.528,rain,2019-01-09,0
2019-01-09 05:00:00,32485,11.8,11.8,95.71,9.6,92.6,2.0,1.111,rain,2019-01-09,0
2019-01-09 06:00:00,30948,11.8,11.8,95.71,7.1,86.1,2.0,0.03,rain,2019-01-09,0
2019-01-09 07:00:00,28774,12.8,12.8,89.46,15.5,86.1,12.0,0.0,none,2019-01-09,0
2019-01-09 08:00:00,26883,12.8,12.8,86.49,19.7,34.3,6.0,0.0,none,2019-01-09,0
2019-01-09 09:00:00,25980,13.3,13.3,86.54,21.1,9.9,64.0,0.0,none,2019-01-09,0
2019-01-09 10:00:00,24859,13.8,13.8,83.77,21.1,53.8,161.0,0.0,none,2019-01-09,0
2019-01-09 11:00:00,24536,15.0,15.0,77.84,19.5,2.5,271.0,0.0,none,2019-01-09,0
2019-01-09 12:00:00,24439,15.7,15.7,74.36,17.7,8.7,342.0,0.0,none,2019-01-09,0
2019-01-09 13:00:00,25140,16.7,16.7,69.7,22.9,8.7,331.0,0.0,none,2019-01-09,0
2019-01-09 14:00:00,26726,16.7,16.7,69.97,21.1,29.3,181.0,0.0,none,2019-01-09,0
2019-01-09 15:00:00,29399,16.5,16.5,71.04,20.3,82.5,89.0,0.129,rain,2019-01-09,0
2019-01-09 16:00:00,30983,14.0,14.0,89.23,10.1,52.3,69.0,3.293,rain,2019-01-09,0
2019-01-09 17:00:00,30716,14.4,14.4,90.06,9.9,68.2,35.0,0.45,rain,2019-01-09,0
2019-01-09 18:00:00,30359,13.8,13.8,92.66,11.7,52.3,1.0,1.695,rain,2019-01-09,0
2019-01-09 19:00:00,29921,12.9,12.9,94.61,8.6,65.7,1.0,0.161,rain,2019-01-09,0
2019-01-09 20:00:00,29373,12.2,12.2,96.38,7.7,92.4,1.0,0.0,none,2019-01-09,0
2019-01-09 21:00:00,29301,12.2,12.2,96.07,7.7,65.7,1.0,0.0,none,2019-01-09,0
2019-01-09 22:00:00,29577,12.2,12.2,96.38,8.1,68.2,1.0,0.0,none,2019-01-09,0
2019-01-09 23:00:00,29869,11.8,11.8,96.03,5.8,8.7,1.0,0.0,none,2019-01-09,0
2019-01-10 00:00:00,30437,10.8,10.8,99.28,6.1,5.0,1.0,0.0,none,2019-01-10,0
2019-01-10 01:00:00,31341,9.5,8.9,99.54,5.8,5.0,1.0,0.0,none,2019-01-10,0
2019-01-10 02:00:00,33796,8.1,8.1,99.6,0.5,92.2,2.0,0.0,none,2019-01-10,0
2019-01-10 03:00:00,34174,7.2,7.2,100.0,0.5,98.1,2.0,0.0,none,2019-01-10,0
2019-01-10 04:00:00,33502,7.3,7.3,99.66,0.5,98.1,2.0,0.0,none,2019-01-10,0
2019-01-10 05:00:00,32654,8.3,8.3,100.0,0.0,98.1,2.0,0.0,none,2019-01-10,0
2019-01-10 06:00:00,31339,8.4,8.4,100.0,0.9,100.0,2.0,0.0,none,2019-01-10,0
2019-01-10 07:00:00,29430,7.9,7.9,100.0,1.1,100.0,10.0,0.0,none,2019-01-10,0
2019-01-10 08:00:00,27466,7.9,7.4,100.0,4.9,100.0,5.0,0.0,none,2019-01-10,0
2019-01-10 09:00:00,26110,7.9,7.9,100.0,0.0,100.0,39.0,0.0,none,2019-01-10,0
2019-01-10 10:00:00,25250,8.3,8.3,100.0,0.5,100.0,98.0,0.0,none,2019-01-10,0
2019-01-10 11:00:00,24682,9.9,9.0,99.67,7.6,100.0,161.0,0.0,none,2019-01-10,0
2019-01-10 12:00:00,24584,10.6,10.6,100.0,0.0,100.0,152.0,0.0,none,2019-01-10,0
2019-01-10 13:00:00,25041,11.1,11.1,96.6,7.7,100.0,139.0,0.0,none,2019-01-10,0
2019-01-10 14:00:00,26384,10.7,10.7,100.0,7.7,100.0,123.0,0.0,none,2019-01-10,0
2019-01-10 15:00:00,28451,10.7,10.7,100.0,5.4,100.0,90.0,0.0,none,2019-01-10,0
2019-01-10 16:00:00,29227,10.6,10.6,100.0,10.6,100.0,41.0,0.0,none,2019-01-10,0
2019-01-10 17:00:00,29183,10.0,8.9,99.6,8.4,100.0,15.0,0.0,none,2019-01-10,0
2019-01-10 18:00:00,28818,9.9,9.1,100.0,7.3,100.0,0.0,0.0,none,2019-01-10,0
2019-01-10 19:00:00,28195,9.9,9.9,99.67,0.5,100.0,1.0,0.0,none,2019-01-10,0
2019-01-10 20:00:00,28609,10.5,10.5,96.11,4.9,100.0,1.0,0.0,none,2019-01-10,0
2019-01-10 21:00:00,28614,10.5,10.5,96.11,7.9,100.0,1.0,0.0,none,2019-01-10,0
2019-01-10 22:00:00,28560,9.9,9.7,100.0,4.9,100.0,1.0,0.0,none,2019-01-10,0
2019-01-10 23:00:00,28883,10.0,10.0,99.6,0.5,100.0,1.0,0.0,none,2019-01-10,0
2019-01-11 00:00:00,29476,10.0,10.0,99.6,0.0,100.0,1.0,0.0,none,2019-01-11,0
2019-01-11 01:00:00,30597,9.9,9.9,100.0,0.7,93.6,1.0,0.0,none,2019-01-11,0
2019-01-11 02:00:00,33116,9.4,8.0,99.67,9.2,100.0,1.0,0.0,none,2019-01-11,0
2019-01-11 03:00:00,33612,9.3,8.3,97.01,7.3,100.0,2.0,0.0,none,2019-01-11,0
2019-01-11 04:00:00,33155,9.4,8.1,99.67,9.0,100.0,1.0,0.0,none,2019-01-11,0
2019-01-11 05:00:00,32586,9.9,9.6,96.2,5.4,59.8,1.0,0.0,none,2019-01-11,0
2019-01-11 06:00:00,31249,9.9,8.3,95.88,11.3,68.2,2.0,0.0,none,2019-01-11,0
2019-01-11 07:00:00,29412,10.0,8.5,95.82,11.0,65.7,10.0,0.0,none,2019-01-11,0
2019-01-11 08:00:00,27409,10.6,10.6,89.34,5.8,89.9,5.0,0.0,none,2019-01-11,0
2019-01-11 09:00:00,26020,11.0,11.0,89.38,5.8,5.0,72.0,0.0,none,2019-01-11,0
2019-01-11 10:00:00,25119,11.1,11.1,86.02,0.5,2.5,140.0,0.0,none,2019-01-11,0
2019-01-11 11:00:00,24538,12.7,12.7,80.17,0.7,88.6,289.0,0.0,none,2019-01-11,0
