date,mean_demand,max_demand,min_demand
2020-11-25,28790.75,34127,24888
2020-11-26,27472.291666666668,33856,24321
2020-11-27,26047.0,30192,23588
2020-11-28,26711.666666666668,31662,23676
2020-11-29,26481.583333333332,31748,23327
2020-11-30,28350.708333333332,32091,24283
2020-12-01,29633.083333333332,34930,25378
2020-12-02,29746.75,35235,25438
2020-12-03,29413.166666666668,35035,24985
2020-12-04,29614.875,34954,25457
2020-12-05,28665.666666666668,34912,25092
2020-12-06,27207.208333333332,32959,23991
2020-12-07,29215.708333333332,32992,24588
2020-12-08,29662.458333333332,35351,24555
2020-12-09,29604.291666666668,35230,24846
2020-12-10,29544.125,34893,24956
2020-12-11,30117.666666666668,35241,25303
2020-12-12,29234.791666666668,35366,24873
2020-12-13,27839.375,33472,24323
2020-12-14,28752.791666666668,33217,24107
2020-12-15,30033.708333333332,35677,25331
2020-12-16,30158.291666666668,35837,25631
2020-12-17,29928.541666666668,35597,25130
2020-12-18,29863.916666666668,35444,25570
2020-12-19,28545.583333333332,34827,24718
2020-12-20,27747.583333333332,33484,24674
2020-12-21,28889.166666666668,32890,24738
2020-12-22,29579.125,35053,25083
2020-12-23,29693.541666666668,34877,25434
2020-12-24,29616.375,35119,25147
2020-12-25,27090.666666666668,33380,24124
2020-12-26,25760.333333333332,30534,23103
2020-12-27,26403.875,31812,23582
2020-12-28,28211.791666666668,32416,23834
2020-12-29,29111.416666666668,35323,25040
2020-12-30,29010.333333333332,34275,25625
2020-12-31,28281.875,34114,24740
2021-01-01,26363.083333333332,32836,22485
2021-01-02,26332.208333333332,31108,23591
2021-01-03,26171.916666666668,32038,23322
2021-01-04,27939.583333333332,31911,23717
2021-01-05,28701.25,33638,24571
2021-01-06,29274.666666666668,33790,24659
2021-01-07,29302.041666666668,33866,24733
2021-01-08,29293.75,34224,24838
2021-01-09,27455.583333333332,32925,24352
2021-01-10,26288.083333333332,31448,23913
2021-01-11,27821.125,31372,23753
2021-01-12,28919.541666666668,33368,24299
2021-01-13,28455.458333333332,33404,24127
2021-01-14,28292.375,32860,24151
2021-01-15,28076.083333333332,32675,23786
2021-01-16,26640.541666666668,32902,23514
2021-01-17,25299.0,30734,22708
2021-01-18,26222.708333333332,30377,23054
2021-01-19,27498.791666666668,32273,23116
2021-01-20,27887.666666666668,32543,23569
2021-01-21,28027.583333333332,32869,23880
2021-01-22,28595.083333333332,33075,24029
2021-01-23,27813.458333333332,33065,24209
2021-01-24,27098.208333333332,32216,23977
2021-01-25,28401.208333333332,32428,23604
2021-01-26,30086.583333333332,35303,25615
2021-01-27,30033.458333333332,35514,24814
2021-01-28,29462.291666666668,34296,24806
2021-01-29,29090.083333333332,33657,24158
2021-01-30,27019.625,33193,22336
2021-01-31,25373.958333333332,30705,22475
2021-02-01,26807.708333333332,30060,22680
2021-02-02,27238.458333333332,32141,23071
2021-02-03,27502.375,32116,23881
2021-02-04,27923.25,32453,24720
2021-02-05,27720.791666666668,32788,24431
2021-02-06,26217.208333333332,32060,22118
2021-02-07,24933.333333333332,30355,21360
2021-02-08,26514.625,29644,23258
2021-02-09,28388.125,32976,23806
2021-02-10,27881.0,33243,24072
2021-02-11,28104.791666666668,32608,24106
2021-02-12,27771.166666666668,33204,24034
2021-02-13,26123.458333333332,31727,23103
2021-02-14,25280.291666666668,30297,23054
2021-02-15,26888.458333333332,30215,23223
2021-02-16,27890.583333333332,32720,23965
2021-02-17,28172.875,33157,24886
2021-02-18,28367.833333333332,33291,25118
2021-02-19,28146.166666666668,32492,24479
2021-02-20,26440.791666666668,32229,22258
2021-02-21,25101.125,30453,21078
2021-02-22,26365.375,29916,22699
2021-02-23,27283.375,32616,23584
2021-02-24,26813.708333333332,31832,23182
2021-02-25,27096.916666666668,32280,23748
2021-02-26,27436.041666666668,32459,24500
2021-02-27,25825.75,31754,21752
2021-02-28,24321.333333333332,29828,20264
2021-03-01,25807.166666666668,29458,22270
2021-03-02,27186.166666666668,32204,23795
2021-03-03,28361.125,32558,23866
2021-03-04,28103.125,33438,24708
2021-03-05,27380.25,32171,24500
2021-03-06,26154.5,32176,22280
2021-03-07,24934.958333333332,30248,21387
2021-03-08,27050.333333333332,30640,23463
2021-03-09,28507.791666666668,33302,25144
2021-03-10,29216.791666666668,33932,25771
2021-03-11,28543.791666666668,33740,24882
2021-03-12,28084.625,33107,25372
2021-03-13,26308.25,32094,21642
2021-03-14,25607.916666666668,30513,23130
2021-03-15,27933.625,31395,23872
2021-03-16,28972.75,33816,25436
2021-03-17,28638.375,32443,25930
2021-03-18,28285.291666666668,32198,25107
2021-03-19,27593.166666666668,31935,24072
2021-03-20,26000.166666666668,31200,21701
2021-03-21,24193.583333333332,29402,20364
2021-03-22,26052.708333333332,29709,22583
2021-03-23,27004.833333333332,31085,23547
2021-03-24,26742.083333333332,31026,23673
2021-03-25,27109.208333333332,30711,24282
2021-03-26,27058.0,31659,23687
2021-03-27,25422.0,30635,21395
2021-03-28,24269.041666666668,29280,21074
2021-03-29,26595.875,30240,23476
2021-03-30,27297.416666666668,32247,23889
2021-03-31,27616.416666666668,32095,24247
2021-04-01,28243.208333333332,33198,23998
2021-04-02,27754.583333333332,33534,23596
2021-04-03,25842.25,31890,22104
2021-04-04,24219.208333333332,29967,20489
2021-04-05,25982.625,28885,22953
2021-04-06,27028.916666666668,31760,23559
2021-04-07,27470.291666666668,31833,23902
2021-04-08,27746.0,32511,24320
2021-04-09,27454.541666666668,32514,24263
2021-04-10,26187.916666666668,32242,22874
2021-04-11,24628.333333333332,30729,20924
2021-04-12,26273.75,30006,22846
2021-04-13,27990.958333333332,31903,24035
2021-04-14,27418.0,31727,24278
2021-04-15,27005.208333333332,31548,24195
2021-04-16,26881.375,31548,23966
2021-04-17,25772.458333333332,31831,22044
2021-04-18,24730.833333333332,30590,21835
2021-04-19,27398.333333333332,31338,23651
2021-04-20,28467.666666666668,34664,24378
2021-04-21,27968.875,32368,24341
2021-04-22,28417.0,32363,24446
2021-04-23,28090.541666666668,32267,24257
2021-04-24,26362.166666666668,31616,23134
2021-04-25,25029.125,29882,23051
2021-04-26,26485.0,29541,23514
2021-04-27,26725.583333333332,31439,24327
2021-04-28,27396.5,31861,24235
2021-04-29,28901.75,33700,24563
2021-04-30,30676.0,36454,25198
2021-05-01,28596.875,36969,24496
2021-05-02,25552.291666666668,31422,22755
2021-05-03,27149.416666666668,30696,23129
2021-05-04,29670.125,34948,24752
2021-05-05,30978.958333333332,37419,24845
2021-05-06,30773.916666666668,38752,25382
2021-05-07,29366.458333333332,34537,25363
2021-05-08,27406.958333333332,33673,23945
2021-05-09,26374.583333333332,32582,22865
2021-05-10,28180.416666666668,31674,23753
2021-05-11,29841.0,35662,24840
2021-05-12,30554.708333333332,36631,25207
2021-05-13,30963.333333333332,37634,25320
2021-05-14,29988.875,35780,25178
2021-05-15,27691.291666666668,33748,24042
2021-05-16,25312.916666666668,30422,23056
2021-05-17,27795.875,30264,24169
2021-05-18,29194.166666666668,33465,25479
2021-05-19,29243.583333333332,34761,25055
2021-05-20,28669.291666666668,33917,24889
2021-05-21,27716.666666666668,32439,24603
2021-05-22,26043.541666666668,31712,22366
2021-05-23,24594.25,30270,21475
2021-05-24,27576.416666666668,31700,23668
2021-05-25,30883.916666666668,36610,25507
2021-05-26,31152.458333333332,36892,26366
2021-05-27,30618.791666666668,36567,25939
2021-05-28,30903.958333333332,35982,26273
2021-05-29,29069.916666666668,36212,25398
2021-05-30,26995.625,32758,23892
2021-05-31,29288.541666666668,34791,24659
2021-06-01,33170.541666666664,40336,26323
2021-06-02,34019.791666666664,42116,27141
2021-06-03,34044.125,41802,27043
2021-06-04,34557.916666666664,42707,27532
2021-06-05,32034.125,41240,26784
2021-06-06,29842.291666666668,37974,25415
2021-06-07,30473.041666666668,35138,25579
2021-06-08,29420.041666666668,33878,25810
2021-06-09,29289.041666666668,34122,25505
2021-06-10,28805.25,33479,25498
2021-06-11,29260.666666666668,33971,25430
2021-06-12,29856.291666666668,35514,25503
2021-06-13,30503.916666666668,38775,24959
2021-06-14,33908.791666666664,41577,26848
2021-06-15,36410.75,44800,28391
2021-06-16,38685.291666666664,48383,29149
2021-06-17,39414.166666666664,49843,29531
2021-06-18,40855.333333333336,51602,31080
2021-06-19,38121.666666666664,50861,29361
2021-06-20,34986.875,46198,27356
2021-06-21,34530.458333333336,42491,27129
2021-06-22,34916.333333333336,43311,27760
2021-06-23,34946.5,41401,28460
2021-06-24,34231.041666666664,41337,28019
2021-06-25,33721.666666666664,40479,27940
2021-06-26,33917.416666666664,42494,27469
2021-06-27,34922.208333333336,44458,27721
2021-06-28,36694.0,45237,28882
2021-06-29,37291.458333333336,46834,29647
2021-06-30,37464.0,45544,29484
2021-07-01,37279.708333333336,46383,29421
2021-07-02,37572.583333333336,47239,29273
2021-07-03,35711.291666666664,46210,28613
2021-07-04,33075.833333333336,43082,26725
2021-07-05,32516.25,39577,26744
2021-07-06,35196.875,43294,28144
2021-07-07,36782.666666666664,45087,29136
2021-07-08,38305.666666666664,48305,29214
2021-07-09,41359.25,51992,31347
2021-07-10,40608.708333333336,53390,30912
2021-07-11,38333.708333333336,50039,28887
2021-07-12,37821.375,46681,29109
2021-07-13,38456.333333333336,47633,30310
2021-07-14,38423.875,47096,30721
2021-07-15,38115.75,46920,30451
2021-07-16,37180.541666666664,46403,29333
2021-07-17,36293.125,45446,29047
2021-07-18,36297.5,45230,29075
2021-07-19,39700.083333333336,50839,30990
2021-07-20,40630.541666666664,52149,31229
2021-07-21,40537.875,50815,31729
2021-07-22,40561.333333333336,51367,31428
2021-07-23,39646.166666666664,49771,30960
2021-07-24,37424.958333333336,49468,30043
2021-07-25,34840.875,43757,27911
2021-07-26,35970.75,42624,29142
2021-07-27,36725.166666666664,45380,29864
2021-07-28,39033.416666666664,48280,30189
2021-07-29,40239.791666666664,50617,30965
2021-07-30,40375.875,51558,31249
2021-07-31,37965.916666666664,50185,29931
2021-08-01,35224.041666666664,45734,27546
2021-08-02,37120.541666666664,47195,28221
2021-08-03,39079.041666666664,50120,30202
2021-08-04,39839.541666666664,51206,30703
2021-08-05,39159.125,50348,30859
2021-08-06,38128.208333333336,47674,30491
2021-08-07,35560.375,46114,28313
2021-08-08,33770.5,43282,27395
2021-08-09,36558.791666666664,45873,28637
2021-08-10,38782.458333333336,48752,29939
2021-08-11,41053.791666666664,51632,31373
2021-08-12,40574.666666666664,50588,31413
2021-08-13,39837.625,52032,30346
2021-08-14,38058.291666666664,48963,29814
2021-08-15,36568.708333333336,46510,28414
2021-08-16,40200.791666666664,51329,30359
2021-08-17,40699.958333333336,52947,31245
2021-08-18,37383.5,48091,29892
2021-08-19,35067.291666666664,40349,28391
2021-08-20,34804.916666666664,41969,27890
2021-08-21,32382.375,41051,27227
2021-08-22,29812.208333333332,35966,25643
2021-08-23,32147.125,37735,25830
2021-08-24,33754.5,40914,26723
2021-08-25,34851.166666666664,42754,27552
2021-08-26,36981.583333333336,46867,28051
2021-08-27,38559.833333333336,50124,28414
2021-08-28,38237.208333333336,52263,28636
2021-08-29,36673.958333333336,49234,28287
2021-08-30,38413.958333333336,47820,29574
2021-08-31,37607.583333333336,49879,28909
2021-09-01,34544.166666666664,43285,27582
2021-09-02,33641.0,39431,27423
2021-09-03,33583.375,40041,26831
2021-09-04,33150.708333333336,42354,26408
2021-09-05,33616.375,44401,25774
2021-09-06,36080.375,46926,27473
2021-09-07,39090.375,50741,29047
2021-09-08,40603.333333333336,52891,30428
2021-09-09,41836.833333333336,54543,30972
2021-09-10,40974.083333333336,53825,31042
2021-09-11,37628.166666666664,49920,29395
2021-09-12,35615.166666666664,47604,27856
2021-09-13,36727.958333333336,46696,27795
2021-09-14,36582.0,49396,27382
2021-09-15,35306.708333333336,46877,27354
2021-09-16,33527.416666666664,42973,27033
2021-09-17,32312.291666666668,39413,26227
2021-09-18,30592.416666666668,38611,26037
2021-09-19,28679.458333333332,35195,24722
2021-09-20,30988.25,38582,25095
2021-09-21,35432.916666666664,47734,27065
2021-09-22,38732.583333333336,50550,28641
2021-09-23,37442.875,50027,28196
2021-09-24,35310.166666666664,44789,27536
2021-09-25,32179.75,41882,26243
2021-09-26,29515.958333333332,37342,24949
2021-09-27,30360.416666666668,34074,24902
2021-09-28,30752.375,36018,25554
2021-09-29,30151.625,35589,25075
2021-09-30,30858.625,36467,25174
2021-10-01,32172.25,39246,25447
2021-10-02,31314.625,40878,25132
2021-10-03,30494.041666666668,39958,24616
2021-10-04,33038.291666666664,40292,25546
2021-10-05,32859.291666666664,40693,26347
2021-10-06,31957.875,38628,26107
2021-10-07,31014.625,36041,25605
2021-10-08,29819.0,34475,25284
2021-10-09,27071.166666666668,32695,24304
2021-10-10,25843.666666666668,31235,23278
2021-10-11,27824.208333333332,32156,23693
2021-10-12,27955.333333333332,32721,24048
2021-10-13,28531.5,32903,24128
2021-10-14,28623.083333333332,33226,24323
2021-10-15,29269.166666666668,33727,24611
2021-10-16,28136.375,34536,24041
2021-10-17,26600.333333333332,33113,23266
2021-10-18,28167.666666666668,31117,24060
2021-10-19,28371.083333333332,32805,24293
2021-10-20,28981.666666666668,33184,24370
2021-10-21,29385.0,33577,24574
2021-10-22,29309.333333333332,34078,24671
2021-10-23,27409.125,32539,23908
2021-10-24,26297.625,30552,22993
2021-10-25,28309.166666666668,31352,23856
2021-10-26,28357.416666666668,32089,24363
2021-10-27,28729.541666666668,32829,24678
2021-10-28,29535.291666666668,34124,24460
2021-10-29,30210.0,36307,25143
2021-10-30,28198.375,34950,24229
2021-10-31,26408.541666666668,31453,23632
2021-11-01,28007.916666666668,30673,23657
2021-11-02,28868.125,33528,24176
2021-11-03,28639.958333333332,33570,23996
2021-11-04,29115.791666666668,33917,24168
2021-11-05,28951.791666666668,33850,24353
2021-11-06,27446.666666666668,33118,23810
2021-11-07,25647.083333333332,30958,22861
2021-11-08,27253.416666666668,30951,23698
2021-11-09,29012.5,33530,24578
2021-11-10,29006.375,34239,24439
2021-11-11,29157.25,34281,24469
2021-11-12,30353.791666666668,35519,24770
2021-11-13,29229.0,36965,24257
2021-11-14,27187.125,33483,23424
2021-11-15,28847.958333333332,33307,23953
2021-11-16,29373.25,35386,23904
2021-11-17,28808.25,34182,23948
2021-11-18,28998.708333333332,34078,24282
2021-11-19,29052.083333333332,34047,24186
2021-11-20,27594.5,33377,24379
2021-11-21,26210.916666666668,31038,23151
2021-11-22,27958.625,31326,23650
2021-11-23,29183.875,34327,24279
2021-11-24,28910.583333333332,34030,24528
2021-11-25,27030.375,33449,23606
2021-11-26,25274.833333333332,28876,22858
2021-11-27,25912.458333333332,30969,22922
2021-11-28,25598.166666666668,30585,22902
2021-11-29,27819.458333333332,31252,23539
2021-11-30,29354.041666666668,34850,24571
2021-12-01,29463.75,34886,24564
2021-12-02,29555.083333333332,34812,24799
2021-12-03,29340.416666666668,34437,24338
2021-12-04,28375.958333333332,33922,24578
2021-12-05,27416.208333333332,32185,24017
2021-12-06,29158.875,32492,24055
2021-12-07,30431.041666666668,35807,25049
2021-12-08,30376.583333333332,35079,25986
2021-12-09,30632.833333333332,35562,25511
2021-12-10,30596.708333333332,38561,26342
2021-12-11,29155.75,34979,26030
2021-12-12,28421.333333333332,33105,25560
2021-12-13,30964.333333333332,34356,25747
2021-12-14,32415.375,37305,26940
2021-12-15,32452.166666666668,37955,27665
2021-12-16,32554.208333333332,37893,27943
2021-12-17,31991.0,37218,27398
2021-12-18,30713.291666666668,35979,27579
2021-12-19,29977.125,34886,27242
2021-12-20,31432.166666666668,34849,27500
2021-12-21,31604.625,36561,26484
2021-12-22,31395.625,36012,26503
2021-12-23,30770.791666666668,35659,25173
2021-12-24,28988.041666666668,35027,25461
2021-12-25,27732.458333333332,31997,24675
2021-12-26,27217.5,30744,24650
2021-12-27,29437.791666666668,32888,25745
2021-12-28,30717.833333333332,35658,26382
2021-12-29,31155.916666666668,35942,26364
2021-12-30,30647.208333333332,36367,25981
2021-12-31,29005.375,34825,25258
2022-01-01,27448.541666666668,33101,23515
2022-01-02,27587.875,32093,24247
2022-01-03,29652.25,33226,26047
2022-01-04,30308.333333333332,35647,26278
2022-01-05,29865.375,34782,25831
2022-01-06,29651.375,34259,25432
2022-01-07,29973.375,34211,25286
2022-01-08,28250.583333333332,34227,24675
2022-01-09,27087.166666666668,32188,23758
2022-01-10,28684.958333333332,32086,24816
2022-01-11,29422.291666666668,34307,25370
2022-01-12,29491.708333333332,34181,25429
2022-01-13,29810.5,34233,25257
2022-01-14,29290.583333333332,34135,25053
2022-01-15,28171.916666666668,33079,24323
2022-01-16,26443.0,31783,23561
2022-01-17,27734.208333333332,31045,23742
2022-01-18,28878.083333333332,33542,24530
2022-01-19,28816.416666666668,33571,24590
2022-01-20,28889.208333333332,33702,25012
2022-01-21,28835.541666666668,33452,24946
2022-01-22,27047.583333333332,33027,23354
2022-01-23,25800.541666666668,30940,22656
2022-01-24,27745.666666666668,31808,24157
2022-01-25,28790.416666666668,33561,24928
2022-01-26,29102.416666666668,33889,25558
2022-01-27,29240.625,33906,25723
2022-01-28,29452.125,33876,25855
2022-01-29,28214.666666666668,33141,25224
2022-01-30,26509.291666666668,31569,22642
2022-01-31,28698.875,32323,24721
2022-02-01,29567.708333333332,34632,25443
2022-02-02,29089.25,34146,25644
2022-02-03,29366.166666666668,34013,26426
2022-02-04,29056.375,33831,26108
2022-02-05,27501.875,32877,23770
2022-02-06,25714.0,30751,21859
2022-02-07,27346.791666666668,31017,23613
2022-02-08,28473.583333333332,33471,24502
2022-02-09,28638.125,33312,24502
2022-02-10,28763.25,33803,24043
2022-02-11,28554.5,34304,23841
2022-02-12,26898.5,33447,23450
2022-02-13,25484.708333333332,31656,22630
2022-02-14,26821.625,30183,22707
2022-02-15,28213.833333333332,33081,23865
2022-02-16,28340.916666666668,33600,24760
2022-02-17,28112.583333333332,33202,24655
2022-02-18,28161.416666666668,33037,24812
2022-02-19,26415.166666666668,32392,22585
2022-02-20,24799.625,30342,21422
2022-02-21,26284.0,30088,23142
2022-02-22,28702.833333333332,33239,24930
2022-02-23,29918.375,34840,26427
2022-02-24,30443.375,35265,25954
2022-02-25,29681.083333333332,34325,25309
2022-02-26,27663.916666666668,33113,22920
2022-02-27,25255.0,30751,20435
2022-02-28,26743.0,30388,22402
2022-03-01,28085.125,33677,24301
2022-03-02,28107.833333333332,33669,24061
2022-03-03,28438.75,33629,24241
2022-03-04,28382.666666666668,33126,24062
2022-03-05,26830.041666666668,32599,22652
2022-03-06,25553.958333333332,31298,20368
2022-03-07,26865.5,30698,21641
2022-03-08,27755.833333333332,33110,24595
2022-03-09,27442.75,32592,24250
2022-03-10,27450.958333333332,32484,24225
2022-03-11,27723.041666666668,32779,24533
2022-03-12,25976.541666666668,31904,21408
2022-03-13,24564.625,30089,20615
2022-03-14,26608.416666666668,30573,22655
2022-03-15,28162.0,32456,24178
2022-03-16,28083.375,32783,24564
2022-03-17,28320.083333333332,32936,24834
2022-03-18,27775.583333333332,32605,24417
2022-03-19,26780.166666666668,32182,23975
2022-03-20,24581.208333333332,29804,20287
2022-03-21,26251.5,30045,21914
2022-03-22,27822.666666666668,32572,24105
2022-03-23,28936.333333333332,34375,24469
2022-03-24,29252.333333333332,35094,24643
2022-03-25,29074.666666666668,35439,24600
2022-03-26,26761.666666666668,33993,22505
2022-03-27,24972.041666666668,30784,21313
2022-03-28,27359.958333333332,30029,23348
2022-03-29,27511.666666666668,31654,24054
2022-03-30,27285.875,31627,24200
2022-03-31,27379.666666666668,31913,23913
2022-04-01,27184.5,31412,23955
2022-04-02,26033.75,31180,23626
2022-04-03,24581.083333333332,29730,21938
2022-04-04,26202.875,29845,23163
2022-04-05,27670.0,32512,24334
2022-04-06,28939.0,33721,24692
2022-04-07,30904.208333333332,36999,25193
2022-04-08,32956.916666666664,40843,26156
2022-04-09,30158.5,41657,24407
2022-04-10,25827.916666666668,32681,21436
2022-04-11,26945.916666666668,30168,23418
2022-04-12,27242.791666666668,31865,24503
2022-04-13,27179.125,31830,24635
2022-04-14,27645.25,31753,24344
2022-04-15,26788.291666666668,31493,24176
2022-04-16,25472.416666666668,30553,21904
2022-04-17,23234.125,28991,18651
2022-04-18,25596.708333333332,28752,21301
2022-04-19,27848.791666666668,32614,24204
2022-04-20,27619.75,32221,24829
2022-04-21,27679.625,32042,24655
2022-04-22,27089.208333333332,31649,24304
2022-04-23,24959.125,30680,20428
2022-04-24,23814.25,29489,20396
2022-04-25,27128.666666666668,31147,23471
2022-04-26,28879.708333333332,34709,24873
2022-04-27,28283.583333333332,33656,24582
2022-04-28,27933.791666666668,33297,24787
2022-04-29,27279.625,32187,24841
2022-04-30,26109.166666666668,32089,22757
2022-05-01,24649.083333333332,31032,20376
2022-05-02,26760.458333333332,30605,23251
2022-05-03,27889.416666666668,33007,24518
2022-05-04,28330.833333333332,33416,24824
2022-05-05,29643.75,35701,25109
2022-05-06,29424.208333333332,34609,25184
2022-05-07,27381.708333333332,34266,23146
2022-05-08,24915.208333333332,31022,20448
2022-05-09,26071.625,29430,22513
2022-05-10,27279.5,32249,24735
2022-05-11,27114.125,32144,23964
2022-05-12,27388.916666666668,32110,24831
2022-05-13,28271.166666666668,32983,25151
2022-05-14,28934.666666666668,35259,24961
2022-05-15,28879.75,37412,23719
2022-05-16,29361.416666666668,34883,24721
2022-05-17,29839.708333333332,35596,25851
2022-05-18,30321.208333333332,35582,25602
2022-05-19,32144.958333333332,38428,26711
2022-05-20,30543.625,36536,26172
2022-05-21,27712.0,33037,25000
2022-05-22,26510.583333333332,32006,23448
2022-05-23,29548.75,33110,24777
2022-05-24,31814.833333333332,37426,26200
2022-05-25,34401.833333333336,41323,27185
2022-05-26,33955.833333333336,42907,27415
2022-05-27,31012.5,36904,26433
2022-05-28,28420.291666666668,34224,24993
2022-05-29,25806.75,30753,22121
2022-05-30,26097.916666666668,30553,23945
2022-05-31,28574.208333333332,32527,24454
2022-06-01,31370.916666666668,36283,25784
2022-06-02,32938.458333333336,40194,26921
2022-06-03,32387.958333333332,38799,26811
2022-06-04,30030.208333333332,35699,25804
2022-06-05,28291.041666666668,32801,25211
2022-06-06,31071.791666666668,36114,25518
2022-06-07,33272.875,39994,26810
2022-06-08,34212.75,41074,27305
2022-06-09,35159.833333333336,42720,27765
2022-06-10,37626.916666666664,47022,28601
2022-06-11,37296.708333333336,49117,28887
2022-06-12,33980.166666666664,44551,27182
2022-06-13,32358.25,38370,26496
2022-06-14,32594.583333333332,38125,27111
2022-06-15,34540.875,41151,27428
2022-06-16,34905.583333333336,43693,27882
2022-06-17,33221.583333333336,40589,27499
2022-06-18,28956.833333333332,34323,25616
2022-06-19,27112.25,31976,24266
2022-06-20,30501.375,38154,25094
2022-06-21,36566.083333333336,44948,28155
2022-06-22,38670.791666666664,48426,29615
2022-06-23,38622.875,46445,30003
2022-06-24,38871.25,49401,29327
2022-06-25,36844.125,49236,28388
2022-06-26,34447.458333333336,45019,26641
2022-06-27,37533.458333333336,46263,28909
2022-06-28,40512.041666666664,51234,30438
2022-06-29,39267.208333333336,50225,29927
2022-06-30,37776.791666666664,47938,29777
2022-07-01,36319.916666666664,45054,29208
2022-07-02,33571.625,42883,27693
2022-07-03,29948.875,36950,25844
2022-07-04,28681.125,33521,25647
2022-07-05,32077.916666666668,37276,27123
2022-07-06,34277.041666666664,41196,28317
2022-07-07,34372.333333333336,41133,28293
2022-07-08,35473.958333333336,43004,28825
2022-07-09,34816.458333333336,44145,28384
2022-07-10,33740.958333333336,42435,27115
2022-07-11,37398.333333333336,45519,28620
2022-07-12,38106.5,48579,29968
2022-07-13,36529.375,45152,29277
2022-07-14,36985.666666666664,44897,29328
2022-07-15,37877.333333333336,46001,29777
2022-07-16,37746.5,47760,29280
2022-07-17,37571.791666666664,47945,28895
2022-07-18,39519.625,47921,30629
2022-07-19,40479.875,50863,31341
2022-07-20,40170.0,50655,31487
2022-07-21,39392.958333333336,50060,30828
2022-07-22,38554.333333333336,48578,30183
2022-07-23,36301.791666666664,47322,29353
2022-07-24,34301.666666666664,43226,27848
2022-07-25,36077.416666666664,43256,28853
2022-07-26,37226.916666666664,45463,29986
2022-07-27,37157.125,45936,29888
2022-07-28,37334.916666666664,46142,29679
2022-07-29,37889.291666666664,46039,30139
2022-07-30,36656.583333333336,46567,29477
2022-07-31,35737.666666666664,43854,29144
2022-08-01,37802.875,45171,30389
2022-08-02,39620.791666666664,48249,31339
2022-08-03,40808.333333333336,51148,31896
2022-08-04,41656.125,51757,32574
2022-08-05,39417.208333333336,48669,32079
2022-08-06,36774.416666666664,46622,29270
2022-08-07,35264.375,44777,27979
2022-08-08,37804.5,45461,29752
2022-08-09,40186.958333333336,49119,31692
2022-08-10,40293.583333333336,49611,31200
2022-08-11,40193.375,50330,31076
2022-08-12,39583.291666666664,50191,30612
2022-08-13,38078.541666666664,49408,29728
2022-08-14,36609.583333333336,47210,28384
2022-08-15,39090.166666666664,48493,30116
2022-08-16,41600.833333333336,53164,31510
2022-08-17,43354.958333333336,55436,33091
2022-08-18,41151.708333333336,51731,31862
2022-08-19,40040.875,51125,30472
2022-08-20,38568.791666666664,50516,30073
2022-08-21,36217.541666666664,46933,28709
2022-08-22,36847.125,44307,28915
2022-08-23,39299.0,49316,29885
2022-08-24,40756.0,51774,31162
2022-08-25,40405.0,51167,31004
2022-08-26,39957.958333333336,50672,30612
2022-08-27,37579.208333333336,49524,29482
2022-08-28,34409.208333333336,44333,27860
2022-08-29,35679.0,42818,28417
2022-08-30,38539.791666666664,47450,29795
2022-08-31,40861.041666666664,51384,31048
2022-09-01,43921.875,55656,33025
2022-09-02,45409.791666666664,58020,33826
2022-09-03,43635.583333333336,56123,32493
2022-09-04,43159.083333333336,53920,32644
2022-09-05,44440.625,55849,33762
2022-09-06,48980.208333333336,61626,36364
2022-09-07,49757.458333333336,63622,37219
2022-09-08,48307.875,61452,36653
2022-09-09,48042.416666666664,59813,37602
2022-09-10,39946.583333333336,52917,32217
2022-09-11,36390.125,43351,30211
2022-09-12,39027.708333333336,45193,31130
2022-09-13,38064.125,46841,30164
2022-09-14,35367.0,42507,28708
2022-09-15,33606.541666666664,39710,27530
2022-09-16,32697.791666666668,38348,27221
2022-09-17,30911.333333333332,38234,26190
2022-09-18,28548.041666666668,33823,25319
2022-09-19,29563.833333333332,32917,24990
2022-09-20,31437.708333333332,35876,26068
2022-09-21,31791.958333333332,37225,25904
2022-09-22,31459.791666666668,36703,26176
2022-09-23,32815.375,38979,25897
2022-09-24,33745.166666666664,42744,26454
2022-09-25,33169.0,42630,26510
2022-09-26,35297.291666666664,43856,26934
2022-09-27,37049.625,47587,28171
2022-09-28,37035.916666666664,46908,28223
2022-09-29,36550.041666666664,46885,27965
2022-09-30,34889.041666666664,43793,27197
2022-10-01,31354.666666666668,40626,25767
2022-10-02,28714.208333333332,35043,24641
2022-10-03,30787.541666666668,35208,25210
2022-10-04,32933.083333333336,39496,26477
2022-10-05,33517.333333333336,40886,26802
2022-10-06,33908.208333333336,41952,26823
2022-10-07,34002.708333333336,41080,27298
2022-10-08,32637.083333333332,41399,26325
2022-10-09,30961.041666666668,38337,25345
2022-10-10,31915.541666666668,36859,25798
2022-10-11,32682.666666666668,39316,26880
2022-10-12,32069.166666666668,37624,25691
2022-10-13,31826.791666666668,37317,25985
2022-10-14,31463.5,36638,25691
2022-10-15,29439.958333333332,35265,25101
2022-10-16,27339.875,31706,23728
2022-10-17,28245.291666666668,31171,23495
2022-10-18,31005.333333333332,34973,25919
2022-10-19,32601.666666666668,37990,26697
2022-10-20,33345.916666666664,41174,27172
2022-10-21,32398.625,39438,27130
2022-10-22,29510.25,35777,25748
2022-10-23,25680.375,30322,22057
2022-10-24,26995.166666666668,30304,23569
