iter	RMSE
509	478.4439126
510	478.2043102
511	478.0177955
512	477.7501097
513	477.6090221
514	477.3395704
515	477.1544106
516	476.9284682
517	476.7520986
518	476.4754379
519	476.3475603
520	476.2079444
521	476.0588925
522	475.9147401
523	475.7275036
524	475.5698437
525	475.4284134
526	475.1938002
527	475.0419938
528	474.8304511
529	474.6689687
530	474.4798041
531	474.3398072
532	474.163907
533	474.0370946
534	473.9519293
535	473.7416654
536	473.5423348
537	473.2981501
538	473.1947319
539	473.0781183
540	472.9736778
541	472.8003048
542	472.6093027
543	472.428039
544	472.2488757
545	472.0418012
546	471.933254
547	471.6294239
548	471.4260895
549	471.3041126
550	471.2395879
551	471.0749447
552	470.8329155
553	470.6658544
554	470.5138292
555	470.3471217
556	470.22919
557	470.0644904
558	469.9267423
559	469.7766401
560	469.5835449
561	469.4882606
562	469.3150423
563	469.1741165
564	468.9805349
565	468.7645421
566	468.4623551
567	468.3417437
568	468.1915332
569	468.0705666
570	467.7744838
571	467.6642793
572	467.4597001
573	467.2250608
574	467.0261155
575	466.8443801
576	466.6789282
577	466.5540594
578	466.3389532
579	466.2368114
580	466.1040426
581	465.9064208
582	465.7477473
583	465.5542906
584	465.3623725
585	465.2463816
586	465.135248
587	464.8918874
588	464.6610828
589	464.5329569
590	464.4349017
591	464.2178472
592	464.0239223
593	463.8560743
594	463.7375356
595	463.5913293
596	463.4668271
597	463.2390691
598	463.0589608
599	462.8617154
600	462.6701266
601	462.4568551
602	462.1894769
603	462.0112846
604	461.9178843
605	461.8136534
606	461.587613
607	461.4514452
608	461.1999054
609	461.0364399
610	460.8393025
611	460.7149368
612	460.6098749
613	460.4829178
614	460.3836061
615	460.1606675
616	460.0064515
617	459.8418004
618	459.7459221
619	459.6169897
620	459.4923156
621	459.3672109
622	459.2437108
623	459.1009834
624	459.0322739
625	458.8877732
626	458.7552103
627	458.5867371
628	458.4484319
629	458.2924379
630	458.1048806
631	457.8809297
632	457.7339127
633	457.6078227
634	457.3258399
635	457.2246619
636	457.1169521
637	456.9622996
638	456.857907
639	456.7559115
640	456.619335
641	456.3967448
642	456.2899892
643	456.2303621
644	456.1305766
645	455.9855954
646	455.8821392
647	455.7937606
648	455.7384891
649	455.5397655
650	455.3975917
651	455.3392429
652	455.2026757
653	454.9926127
654	454.8778798
655	454.7615338
656	454.5873536
657	454.4218315
658	454.1673782
659	453.9871669
660	453.7889926
661	453.6502369
662	453.5354781
663	453.3478925
664	453.2663908
665	453.133827
666	452.9649967
667	452.7701714
668	452.6197988
669	452.4935017
670	452.3151772
671	452.1745982
672	451.9935863
673	451.7814484
674	451.5340223
675	451.3124552
676	451.1827517
677	450.9763585
678	450.8307687
679	450.7431334
680	450.6189059
681	450.4938355
682	450.3574541
683	450.1961274
684	450.049887
685	449.8483343
686	449.7403107
687	449.5874164
688	449.4506947
689	449.3410247
690	449.287513
691	449.1868631
692	449.0601314
693	448.8055584
694	448.615852
695	448.5046903
696	448.4182629
697	448.294901
698	448.119506
699	447.9050348
700	447.7412771
701	447.6804353
702	447.5186567
703	447.320962
704	447.2225475
705	447.090824
706	447.0063775
707	446.8704104
708	446.8223098
709	446.7232221
710	446.5601145
711	446.484745
712	446.3844031
713	446.2151927
714	446.1342559
715	445.9188034
716	445.7703933
717	445.6704827
718	445.5672397
719	445.4821528
720	445.3137531
721	445.1671436
722	445.0470258
723	444.8647899
724	444.7133041
725	444.6201096
726	444.4295623
727	444.3187002
728	444.2165053
729	444.1303026
730	444.0489952
731	443.9494077
732	443.8162164
733	443.7060746
734	443.5946022
735	443.5070567
736	443.4283379
737	443.2683636
738	443.0758166
739	442.9573924
740	442.8020962
741	442.6894533
742	442.5641381
743	442.4572551
744	442.2578085
745	442.1782571
746	442.1019912
747	441.9464775
748	441.8390478
749	441.7181121
750	441.6218362
751	441.493247
752	441.3569907
753	441.2200375
754	441.0800688
755	441.0003524
756	440.9333547
757	440.7282791
758	440.6500316
759	440.5024058
760	440.3674255
761	440.2747034
762	440.1336493
763	440.0512677
764	440.0034384
765	439.8362347
766	439.7146478
767	439.637437
768	439.4682349
769	439.3428837
770	439.197212
771	439.0767125
772	438.938937
773	438.8514853
774	438.7516941
775	438.5870374
776	438.4704163
777	438.3416029
778	438.2377892
779	438.1022686
780	437.9439719
781	437.8552134
782	437.7502024
783	437.6066018
784	437.4898033
785	437.3830667
786	437.1831329
787	437.018493
788	436.887827
789	436.7580466
790	436.7077832
791	436.5992906
792	436.5263638
793	436.4294058
794	436.3372764
795	436.2148703
796	436.1378234
797	435.9993839
798	435.8682711
799	435.7935338
800	435.7031664
801	435.657134
802	435.5507054
803	435.4730556
804	435.3607774
805	435.2916956
806	435.1302291
807	435.0200537
808	434.9378208
809	434.8129116
810	434.6505811
811	434.472604
812	434.3630511
813	434.2469928
814	434.143505
815	434.0587789
816	433.9865912
817	433.9044251
818	433.7745647
819	433.7050173
820	433.5408788
821	433.4023006
822	433.2998559
823	433.2173969
824	432.9224027
825	432.7878035
826	432.6772848
827	432.5845199
828	432.4387588
829	432.3687976
830	432.2696696
831	432.0644888
832	431.9128201
833	431.8304896
834	431.7434299
835	431.6518518
836	431.5732734
837	431.4427748
838	431.3670345
839	431.2100001
840	431.0512233
841	430.8938807
842	430.7526434
843	430.627216
844	430.5275518
845	430.3793269
846	430.288695
847	430.2149069
848	430.10321
849	430.0215407
850	429.9240608
851	429.8059557
852	429.7434385
853	429.6582142
854	429.5644402
855	429.4873238
856	429.3183732
857	429.1766692
858	429.065602
859	428.8921479
860	428.7785001
861	428.6739732
862	428.592463
863	428.5016662
864	428.4304702
865	428.3533691
866	428.2380164
867	428.1711939
868	428.0627225
869	427.9682971
870	427.8122512
871	427.7229177
872	427.6354768
873	427.5537735
874	427.4407939
875	427.3538648
876	427.241171
877	427.1420354
878	427.0448388
879	426.8974239
880	426.7310757
881	426.6404137
882	426.5834932
883	426.5169595
884	426.4343718
885	426.2645636
886	426.193001
887	426.060297
888	425.9429921
889	425.836565
890	425.6986073
891	425.6079395
892	425.4526452
893	425.3418606
894	425.2421865
895	425.16077
896	425.0132695
897	424.8982272
898	424.6715961
899	424.6040488
900	424.5060412
901	424.4253798
902	424.3418161
903	424.2709976
904	424.1827491
905	424.0671861
906	423.952175
907	423.85304
908	423.758129
909	423.6874277
910	423.5912765
911	423.4892825
912	423.4162163
913	423.3248337
914	423.2129615
915	423.1719519
916	423.0908879
917	423.0105457
918	422.9388782
919	422.8897964
920	422.7590252
921	422.6799284
922	422.6449728
923	422.5281556
924	422.4553728
925	422.3811906
926	422.26749
927	422.0775318
928	422.0438762
929	421.9767373
930	421.8563434
931	421.7839917
932	421.7065122
933	421.6381101
934	421.5834293
935	421.4628329
936	421.3934084
937	421.277267
938	421.2015706
939	421.1366105
940	421.0164606
941	420.9303801
942	420.8224129
943	420.7476655
944	420.6355293
945	420.5521591
946	420.4565147
947	420.3678808
948	420.3040296
949	420.2123421
950	420.0627012
951	420.0012304
952	419.9005197
953	419.8264667
954	419.703179
955	419.6451827
956	419.5695108
957	419.4726838
958	419.372859
959	419.3042356
960	419.2221611
961	419.1145074
962	419.0350442
963	418.9181568
964	418.7801788
965	418.699589
966	418.5869553
967	418.4808476
968	418.4221863
969	418.3099035
970	418.1806282
971	418.0950157
972	418.0512549
973	417.9613606
974	417.9007304
975	417.8083139
976	417.7285199
977	417.6253788
978	417.5369389
979	417.4304041
980	417.3287501
981	417.2629348
982	417.2067496
983	417.1004659
984	417.0259532
985	416.900553
986	416.8140297
987	416.7116399
988	416.5942467
989	416.5226038
990	416.4464563
991	416.3879476
992	416.2887319
993	416.1686204
994	416.1163257
995	416.0313245
996	415.9746149
997	415.8654381
998	415.7807395
999	415.73644
57
999	415.775927
