datetime,temp,feelslike,humidity,windspeed,cloudcover,solaradiation,precip,preciptype
2024-01-01 00:00:00,10.7,10.7,88.63,11.2,8.7,0.0,0.0,none
2024-01-01 01:00:00,9.4,8.1,96.3,9.4,29.3,0.0,0.0,none
2024-01-01 02:00:00,9.2,7.8,94.62,9.1,74.1,0.0,0.0,none
2024-01-01 03:00:00,8.9,7.8,96.03,7.7,80.0,0.0,0.0,none
2024-01-01 04:00:00,8.8,7.3,96.28,9.4,90.1,0.0,0.0,none
2024-01-01 05:00:00,8.3,6.9,95.88,8.7,86.4,0.0,0.0,none
2024-01-01 06:00:00,8.2,6.7,99.26,9.2,98.1,0.0,0.0,none
2024-01-01 07:00:00,8.3,6.8,98.93,9.2,100.0,0.0,0.0,none
2024-01-01 08:00:00,8.3,7.2,96.27,7.6,100.0,16.0,0.0,none
2024-01-01 09:00:00,8.3,6.9,96.27,9.0,100.0,69.0,0.0,none
2024-01-01 10:00:00,8.8,8.3,96.35,5.4,100.0,151.0,0.0,rain
2024-01-01 11:00:00,8.9,8.9,96.35,0.7,100.0,169.0,0.0,rain
2024-01-01 12:00:00,10.8,10.8,85.35,9.0,85.0,485.0,0.0,none
2024-01-01 13:00:00,13.4,13.4,71.03,6.0,2.5,441.0,0.0,none
2024-01-01 14:00:00,14.5,14.5,66.23,11.3,0.0,385.0,0.0,none
2024-01-01 15:00:00,15.7,15.7,59.57,11.3,0.0,281.0,0.0,none
2024-01-01 16:00:00,15.1,15.1,61.89,9.0,0.0,146.0,0.0,none
2024-01-01 17:00:00,12.4,12.4,68.9,7.3,2.5,0.0,0.0,none
2024-01-01 18:00:00,10.9,10.9,76.1,0.5,2.5,0.0,0.0,none
2024-01-01 19:00:00,9.0,9.0,83.14,0.0,0.0,0.0,0.0,none
2024-01-01 20:00:00,7.5,7.5,91.65,0.0,0.0,0.0,0.0,none
2024-01-01 21:00:00,7.4,6.9,92.02,4.9,0.0,0.0,0.0,none
2024-01-01 22:00:00,8.5,7.0,88.48,9.4,0.0,0.0,0.0,none
2024-01-01 23:00:00,8.4,7.6,89.14,6.1,0.0,0.0,0.0,none
2024-01-02 00:00:00,7.9,6.7,88.77,7.6,0.0,0.0,0.0,rain
2024-01-02 01:00:00,7.3,5.9,89.44,8.1,0.0,0.0,0.0,rain
2024-01-02 02:00:00,7.3,5.8,89.43,8.1,0.0,0.0,0.0,rain
2024-01-02 03:00:00,6.9,6.9,91.92,1.3,0.0,0.0,0.0,rain
2024-01-02 04:00:00,6.9,6.9,91.92,1.1,5.0,0.0,0.0,none
2024-01-02 05:00:00,6.3,6.3,91.56,0.5,8.7,0.0,0.0,none
2024-01-02 06:00:00,5.9,5.9,94.52,0.5,8.7,0.0,0.0,none
2024-01-02 07:00:00,6.9,5.5,92.24,7.2,46.5,0.0,0.0,none
2024-01-02 08:00:00,7.3,5.6,92.27,9.2,98.8,12.0,0.0,none
2024-01-02 09:00:00,7.3,5.9,95.91,8.1,100.0,49.0,0.0,none
2024-01-02 10:00:00,7.9,5.6,95.11,13.3,100.0,95.0,0.0,none
2024-01-02 11:00:00,9.0,7.1,92.76,11.5,100.0,156.0,0.0,none
2024-01-02 12:00:00,9.5,6.9,92.67,18.8,100.0,236.0,0.0,rain
2024-01-02 13:00:00,10.1,10.1,87.76,14.4,100.0,214.0,0.0,none
2024-01-02 14:00:00,10.7,10.7,85.4,13.5,100.0,123.0,0.0,none
2024-01-02 15:00:00,11.1,11.1,80.39,16.0,100.0,25.0,0.0,none
2024-01-02 16:00:00,10.1,10.1,89.15,10.1,100.0,12.0,0.55,rain
2024-01-02 17:00:00,10.1,10.1,91.91,13.1,100.0,0.0,1.851,rain
2024-01-02 18:00:00,10.7,10.7,85.4,7.9,100.0,0.0,0.079,rain
2024-01-02 19:00:00,9.5,7.9,95.53,10.6,100.0,0.0,4.235,rain
2024-01-02 20:00:00,10.1,10.1,89.15,14.2,100.0,0.0,1.039,rain
2024-01-02 21:00:00,10.1,10.1,91.91,13.5,100.0,0.0,1.781,rain
2024-01-02 22:00:00,10.1,10.1,92.22,10.6,100.0,0.0,1.519,rain
2024-01-02 23:00:00,9.5,7.7,92.67,12.1,100.0,0.0,0.0,rain
2024-01-03 00:00:00,9.5,7.7,89.57,11.9,33.1,0.0,0.0,rain
2024-01-03 01:00:00,9.0,7.4,93.07,10.3,100.0,0.0,0.0,rain
2024-01-03 02:00:00,9.0,7.1,92.76,11.7,53.8,0.0,0.0,rain
2024-01-03 03:00:00,8.9,7.1,92.76,11.5,95.0,0.0,0.0,rain
2024-01-03 04:00:00,8.3,6.7,92.24,9.9,29.3,0.0,0.0,rain
2024-01-03 05:00:00,8.4,6.2,91.93,13.5,88.7,0.0,0.0,rain
2024-01-03 06:00:00,8.4,6.5,91.93,11.7,100.0,0.0,0.0,none
2024-01-03 07:00:00,8.4,7.5,91.93,6.9,100.0,0.0,0.191,rain
2024-01-03 08:00:00,8.4,7.1,88.84,8.6,98.8,12.0,0.378,rain
2024-01-03 09:00:00,8.5,7.2,88.78,8.3,100.0,156.0,0.0,rain
2024-01-03 10:00:00,9.0,7.4,88.82,9.9,98.8,155.0,0.0,rain
2024-01-03 11:00:00,10.1,10.1,86.17,7.6,100.0,156.0,0.0,rain
2024-01-03 12:00:00,10.2,10.2,87.85,4.9,98.8,424.0,0.0,rain
2024-01-03 13:00:00,11.3,11.3,76.16,0.0,98.8,599.0,0.0,rain
